,img_pos,texts
621,3106,"['a man that is playing a wii game', 'A young man playing the Wii in the living room.', 'A man is playing a video game in the living room', 'A man getting into playing the game of Wii.', 'A man is standing in a room holding a Wii controller.']"
622,3111,"['A couple of photos of a group of people playing with interactive a gaming unit..', 'A photo collage of two people playing a remote video game', 'Compilation of photos showing adults using video game controller in room.', 'a couple of people that have a wii remote in hand', 'Many shots of people playing Nintendo wiki in household']"
623,3116,"['A Nintendo Wii game console box sitting on a table.', 'The manufacturers box for the Nintendo wii on the floor', 'Box with picture of a hand holding a Nintendo wii remote.', 'A new WII game is still in the box.', 'This is a photo of a Wii video game console box. ']"
624,3121,"['A room filled with furniture and very large rugs.', 'Antique living room furniture on display, behind red velvet ropes.', 'An elegant room with burgundy and floral furniture. ', 'A tour group is guided through a museum.', 'A sitting room with old furniture roped off to the public. ']"
625,3126,"['a living room with a long couch in it ', 'A den with a couch, chair, table, mirror and a lamp.', 'A living room with hardwood floors is sparsely decorated.', 'The living room is clean and empty of people.', 'a very large room with some furniture in the inside']"
626,3131,"['Apple computer monitor with a keyboard and mouse next to a ipod', 'An Apple computer monitor and early generation iPod sitting on a desk', 'A desktop computer with a grassy field background', 'A computer screen keyboard mouse and an Ipod', 'A PC with a large flat screen on a desk in a yellow room.']"
627,3136,"['A woman standing next to a child on a yellow flower and grass covered field.', 'A person with a child flying a  lite in a grassy field', 'A man flying a kite with a little boy', 'A man and his son in the grass flying a kite.', 'A man and child are flying a kite.']"
628,3141,"['Man and son standing on the beach side with a self assembled kite.', 'A boy and a man playing with kites on the beach.', 'The young boy is flying his kite on the beach by the water.', 'A young boy who is holding a kite in his hands.', 'A boy is on the beach holding a toy. ']"
629,3146,"['a kid running with a kite in his hand outside', 'Boy flying his kite outside in the yard.', 'A small boy flies a multi colored kite with an old house in the background.', 'there is a young boy flying a kite on the lawn', 'A little boy flying his kite in the yard']"
630,3151,"['Kites flown in large grassy open area with numerous onlookers.', 'There are several kites in the air and several people standing in the field.', 'Many people stand in the field flying kites.', 'A group of people standing on a field flying kites.', 'There are many people flying kites on this day.']"
631,3156,"['A baseball team playing a baseball game on a baseball field.', 'A baseball hitter with his bat on the ground in running position.', 'This baseball player has just batted and is about to run it out.', 'A baseball player dropping his bat and running on a baseball diamond.', 'A baseball game in progress with the batter on the run.']"
632,3161,"['A baseball player is up to bat at the plate.', 'there is a male baseball player that is at the base', 'A baseball player holding a bat on top of a field.', 'A batter and a catcher are ready for the pitch.', 'a baseball player looks at the catcher ']"
633,3166,"['The action in an organized youth baseball game.', 'a young kid with a baseball bat gets ready for the pitch', 'some baseball players are playing baseball on a field', 'A young man holding a bat on top of a baseball field.', 'a kid is swinging a baseball bat at a game']"
634,3171,"['Two slices of pizza are being served on a plate.', 'Food that is sitting on a plate near other types of food.', 'two slices of pizza of garlic and meat on a white round plate', 'Two slices of pizza on a plate with toppings. ', 'Two slices of cake sitting on top of a white plate.']"
635,3176,"['A pizza topped with pepperoni and extra spinach.', 'Small sized pizza covered in salad and many other elements.', 'A pizza is loaded up with green vegetables.', 'Closeup of a pizza including sauce and various lettuce.', 'A pizza pie with lots of green vegetables on it.']"
636,3181,"['A very large pizza covered in cheese and toppings.', 'pizza on a serving tray with empty plates next to it', 'A large pizza is shown on a table, with bottles and glasses of wine.', 'A pizza that is sitting on a platter.', 'Large baked pizza served on stand at table with beverages.']"
637,3186,"['A woman sitting in front of a laptop computer at a desk.', 'A man approaches a team of two for advice.', 'A man is speaking with a lady who is seated near another man in front of a laptop.', 'Three people gather over an open laptop computer.', 'A group of  people gathered around a laptop computer.']"
638,3191,"['A pair of high heels sitting near a vase with flowers in it.', ""A person doing a woman's makeup near a vase with flowers and shoes."", 'a woman is standing in a room with flowers', 'Two people in the background doing make-up with shoes and flowers in teh foreground.', 'Two people in a white room next to stairs.']"
639,3196,"['A smart phone being held up in front of a lap top.', 'The person is holding his cell phone while on his laptop. ', 'A hand holding a cellphone with a laptop in the background.', 'IPhone with screen full of icons in front of a laptop.', 'someone holding a cell phone in front of a laptop']"
640,3201,"['A pair of red scissors sitting on a newspaper.', 'A pair of scissors sitting on a newspaper under an advertisement.', 'A pair of red scissors sitting on top of a news paper.', 'a pair of scissors sitting on a piece of paper ', 'Red handled scissors laying on a arts article in a newspaper.']"
641,3206,"['An oven and a range on a table', 'A light blue conventional oven undergoing some repairs.', 'Closeup of a miniature oven and stove on a bench.', 'Two very old vintage pieces of oven equipment sitting outside on a table.', 'An oven and stovetop sitting on a table in the back yard.']"
642,3211,"['An old man is trying to use his cell phone.', 'An elderly man looks at a cell phone.', 'An old man holding up a cell phone to his face.', 'An elderly disabled man looks at a cell phone.', 'An old man looks at a cell phone screen.']"
643,3216,"['A man talking on a cell phone on a boat with a city in the background.', 'A man is on a boat using his cell phone.', 'a man is standing by the water and talking on the phone', 'A man uses a cellphone on a boat near a city', 'The young man is making a cel phone call from a boat.']"
644,3221,"['A microwave is sitting idly in the kitchen. ', 'A shiny silver metal microwave near wooden cabinets.', 'There are wooden cabinets that have a microwave attached at the bottom of it', 'A microwave sitting next to and underneath kitchen cupboards.', 'A kitchen scene with focus on a silver microwave.']"
645,3226,"['Inside of a kitchen with a refrigerator and counter top.', 'A refrigerator next to a counter with bottles of wine.', 'A tan fridge is sitting in a kitchen.', 'A small kitchen with an old fridge in the corner', 'A refrigerator in a basic kitchen with bottles on counter.']"
646,3231,"['A table topped with a wooden block and an open book.', 'Still life color photograph of items on a desk', 'We see a low angle view of a cluttered desk top.', 'A crowded desktop is shown in very dim lighting.', 'A desk holding several items including a clock and an open book.']"
647,3236,"['A woman rushes with a handbag through an empty train station with a large clock.', 'A train terminal is often located in a huge brick building.', 'A woman is walking near the clock in the middle of a transit station.', 'A woman walking through a major train station', 'a person walks in a big building ']"
648,3241,"['A clock on a pole sitting next to tall buildings.', 'a large post with a clock outside ', 'An analog clock on a pole outside near buildings. ', 'A large clock is at the end of a street. ', 'A clock attached to a pole on the sidewalk']"
